image_id,brand_id
69f94b32b293362dbe209d61,68e3aea29253995e8788c91a
69f94b30b293362dbe209d60,68e3aea29253995e8788c91a
69f94b2eb293362dbe209d5f,68e3aea29253995e8788c91a
69f94b2cb293362dbe209d5e,68e3afc39253995e8788c990
69f94b2ab293362dbe209d5d,68e3afc39253995e8788c990
69f94b28b293362dbe209d5c,67b889c89b10d35e1c1b1046
69f94b28b293362dbe209d5b,68e3aea29253995e8788c91a
69f94b26b293362dbe209d5a,67b88c627857415e0a4eb1d3
69f94b24b293362dbe209d59,67b889c89b10d35e1c1b1046
69f94b20b293362dbe209d58,67b87a204b31535e279ea087
69f94b1fb293362dbe209d57,68e3af1d9253995e8788c95b
69f94b19b293362dbe209d56,67b897407857415e0a4ec59d
69f94b19b293362dbe209d55,67b889c89b10d35e1c1b1046
69f94b17b293362dbe209d54,67b88cb67857415e0a4eb1da
69f94b17b293362dbe209d53,67b88c627857415e0a4eb1d3
69f94b14b293362dbe209d52,67b8a9d88bf10d5e04a4ba9d
69f94b11b293362dbe209d51,67b88cb67857415e0a4eb1da
69f94b0fb293362dbe209d50,67b8a9d88bf10d5e04a4ba9d
69f94b0eb293362dbe209d4f,67b8a9d88bf10d5e04a4ba9d
69f94af6b293362dbe209d4e,67b871714b31535e279e8dc5
69f94af4b293362dbe209d4d,67b871714b31535e279e8dc5
69f94af2b293362dbe209d4c,67b871714b31535e279e8dc5
69f94af0b293362dbe209d4b,67b871714b31535e279e8dc5
69f94aeeb293362dbe209d4a,67b871714b31535e279e8dc5
69f94aecb293362dbe209d49,67b8932a7857415e0a4ebba6
69f94ae4b293362dbe209d48,67b882427857415e0a4e987d
69f94ad3b293362dbe209d47,67b871714b31535e279e8dc5
69f94ad1b293362dbe209d46,67b871714b31535e279e8dc5
69f94abab293362dbe209d45,67b871714b31535e279e8dc5
69f94ab8b293362dbe209d44,67e2a9d83678da4755d456e8
69f94a8bb293362dbe209d17,68caa936e9cf45645321e79c
69f94a7bb293362dbe209d16,68e3af1d9253995e8788c95b
69f94a77b293362dbe209d15,68594520cf3c0e64455b220b
69f94a6cb293362dbe209d14,67b8517a4b31535e279e63d1
69f94a6bb293362dbe209d13,686e6748d2da3c085479511f
69f94a67b293362dbe209d12,686e6748d2da3c085479511f
69f94a63b293362dbe209d11,67b8521d4b31535e279e63d7
69f94a5eb293362dbe209d10,686e6748d2da3c085479511f
69f94a5ab293362dbe209d0f,67b877704b31535e279e995b
69f94a57b293362dbe209d0e,686e6748d2da3c085479511f
69f94a55b293362dbe209a97,686e6748d2da3c085479511f
69f94a51b293362dbe209a3c,67b8782d8bf10d5e04a464fa
69f94a4fb293362dbe209a3b,67b83f7c9b10d35e1c1a9880
69f94a4cb293362dbe209a3a,67b83f7c9b10d35e1c1a9880
69f94a49b293362dbe209a39,67b83f7c9b10d35e1c1a9880
